"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2"
"221",10,6,3,1,1,1,1,"Female",21,"High School","Full Time","White","None","Single",2,3,3,3,1,1,1,2,1,3
"222",10,1,4,1,1,1,1,"Female",26,"High School","Full Time","White","Other","Single",3,1,3,1,1,1,1,1,2,1
"223",10,2,1,1,1,1,1,"Female",52,"High School","Part Time","White","Other","Single",1,1,4,1,1,1,1,2,1,1
"224",10,7,1,1,2,1,1,"Female",43,"High School","Full Time","White","Other","Married",1,1,3,1,1,1,1,2,1,2
"225",7,4,2,0,1,1,1,"Male",33,"High School","Self Employed","Black","Other","Single",1,2,4,3,1,2,1,2,1,3
"226",9,8,2,1,2,2,1,"Male",19,"Primary School","Full Time","Black","Other","Single",1,2,2,2,1,1,1,2,1,2
"227",10,1,1,1,1,1,1,"Female",37,"Primary School","Full Time","Black","Other","Married",1,3,3,3,1,1,1,2,1,1
"228",9,7,3,1,2,2,1,"Male",34,"Primary School","Full Time","Black","None","Married",2,3,3,3,1,1,1,2,2,1
"229",10,1,1,1,1,1,1,"Male",66,"Degree","Unemployed","White","Christian","Single",2,3,2,2,1,1,1,2,1,1
"230",10,1,1,1,1,1,1,"Female",40,"Primary School","Unemployed","White","Christian","Married",2,2,5,1,1,1,1,2,1,1
"231",10,4,1,1,1,1,1,"Female",55,"Some College","Full Time","Black",NA,"Single",1,1,1,1,1,1,1,2,1,1
"232",10,1,3,1,1,1,1,"Female",43,"Primary School","Full Time","Black","Other","Single",1,3,3,3,1,1,1,2,1,2
"233",10,1,2,1,1,1,1,"Female",19,"Some College","Part Time","Black","Catholic","Single",1,5,-1,1,1,1,1,2,2,2
"234",9,1,3,1,1,1,1,"Female",22,"Primary School","Other","Black","Other","Single",2,2,2,2,1,1,1,2,1,3
"235",9,1,4,1,1,2,1,"Male",19,"Primary School","Full Time","White","None","Married",3,4,2,4,1,1,1,2,2,1
"236",10,1,1,1,1,1,1,"Female",53,"High School","Full Time","Black","Christian","Single",1,4,4,2,1,1,1,2,1,1
"237",7,1,3,1,1,2,1,"Female",50,"Degree","Full Time","White","Other","Married",2,4,4,4,1,1,1,2,1,2
"238",8,1,7,1,2,2,1,"Female",39,"High School","Full Time","Black",NA,"Single",3,4,2,4,1,1,1,2,2,2
"239",9,6,6,1,1,2,1,"Male",78,"Some College","Full Time","White","None","Married",3,2,1,4,1,1,1,2,2,2
"240",6,1,3,1,-1,2,1,"Male",22,"Some College","Self Employed","White","Catholic","Single",3,5,2,-1,1,1,1,2,2,2
"241",10,1,3,1,1,1,1,"Female",59,"Some College","Part Time","White","Christian","Married",2,3,3,2,1,-1,1,2,1,1
"242",8,1,1,1,1,1,1,"Male",75,"Degree","Part Time","White","Catholic","Married",2,3,4,2,1,1,1,2,1,2
"243",9,1,5,1,1,2,1,"Male",31,"Some College","Full Time","White","Christian","Separated",2,3,2,3,1,2,1,2,2,2
"244",6,1,4,1,2,2,1,"Female",49,"Degree","Full Time","White","Judaism","Separated",4,2,3,4,-1,-1,1,2,1,1
"245",6,2,3,1,1,3,1,"Female",56,"Degree","Full Time","White","Christian","Married",2,4,3,3,1,2,1,2,1,2
"246",10,1,3,1,1,2,1,"Female",66,"Degree","Part Time","White","Judaism","Married",-1,3,3,3,1,2,1,2,1,1
"247",2,2,6,1,2,4,1,"Male",61,"Degree","Full Time","White","Other","Married",3,5,3,4,-1,-1,2,2,2,2
"248",10,1,4,1,2,3,1,"Female",46,"Degree","Full Time","White","Christian","Married",4,3,1,3,1,2,1,2,2,1
"249",8,1,2,1,1,1,1,"Female",47,"Degree","Part Time","White","Judaism","Married",2,3,2,4,1,2,1,2,1,1
"250",3,1,3,1,1,3,1,"Female",46,"Degree","Part Time","White","Catholic","Married",2,5,2,4,1,2,1,2,1,1
"251",1,1,7,0,2,4,1,"Female",27,"Some College","Full Time","White","None","Married",3,4,2,4,-1,-1,-1,2,2,2
"252",9,2,6,1,-1,3,1,"Male",29,"Degree","Full Time","White","Other","Single",3,4,2,4,1,2,1,1,2,1
"253",5,2,2,1,1,1,1,"Female",26,"Some College","Full Time","Black","Christian","Single",1,5,1,4,1,1,1,1,1,1
"254",10,1,2,1,1,1,1,"Female",34,"Some College","Housewife","White","Other","Married",2,2,2,4,1,1,1,2,1,1
"255",10,1,1,1,1,1,1,"Female",66,"High School","Part Time","White","Other","Widowed",2,4,1,3,1,-1,1,2,1,1
"256",8,1,5,1,1,2,1,"Female",24,"Degree","Other","White","Christian","Married",2,4,2,4,1,1,1,2,2,1
"257",5,3,1,1,1,2,1,"Male",43,"High School","Full Time","White","Other","Married",1,5,1,5,2,2,1,1,2,1
"258",10,1,6,1,2,1,1,"Male",28,"High School","Full Time","Black",NA,"Single",1,3,1,2,1,1,1,2,1,1
"259",10,2,3,1,1,-1,1,"Male",44,"Some College","Full Time","Black",NA,"Married",1,3,4,2,1,1,1,2,1,2
"260",1,1,7,0,2,4,1,"Male",30,"Primary School","Part Time","White","None","Married",4,3,3,3,2,2,2,2,2,3
"261",7,1,2,1,1,2,1,"Male",18,"High School","Other","Other","Catholic","Single",2,3,2,3,1,1,1,2,1,2
"262",8,8,4,0,1,1,1,"Male",18,"Primary School","Other","Black","Christian","Single",2,4,2,4,1,1,1,-1,1,3
"263",10,2,-1,1,1,1,1,"Male",30,"Primary School","Full Time","White","Other","Married",2,3,2,3,1,1,1,2,1,3
"264",5,3,1,1,1,2,1,"Female",40,"Some College","Full Time","White","Other","Married",2,5,1,5,1,2,1,-1,1,2
"265",-1,1,7,1,2,4,1,"Male",38,"Degree","Unemployed","Black",NA,"Single",4,3,3,3,1,-1,1,1,2,1
"266",10,1,3,1,1,1,1,"Male",65,"Some College","Self Employed","White","Christian","Married",2,4,4,2,1,1,1,2,1,2
"267",10,1,2,0,1,1,1,"Female",68,"High School","Full Time","White","Catholic","Separated",2,2,2,2,1,1,1,2,1,3
"268",10,4,1,1,2,1,1,"Male",35,"Some College","Full Time","Black","Catholic","Single",1,1,4,1,1,1,1,2,2,1
"269",10,1,2,1,1,1,1,"Female",48,"Degree","Part Time","White","Catholic","Married",2,2,4,1,1,1,1,2,1,1
"270",10,1,6,1,2,1,1,"Female",32,"High School","Full Time","Black","None","Married",2,3,2,3,1,1,1,2,2,3
"271",10,1,1,1,1,1,1,"Female",72,"Degree","Part Time","White","Catholic","Married",2,1,3,3,1,1,1,2,1,1
"272",5,2,4,1,1,2,1,"Female",37,"High School","Self Employed","White","Catholic","Single",3,4,3,4,1,1,1,1,2,1
"273",10,7,5,1,3,2,1,"Female",21,"Primary School","Unemployed","White","None","Married",1,2,2,2,1,1,-1,2,2,1
"274",10,6,2,1,1,1,1,"Female",20,"High School","Other","Other","None","Married",2,1,5,3,1,1,1,2,2,1
"275",10,1,2,1,1,1,1,"Male",80,"High School","Unemployed","White","Catholic","Married",1,4,2,2,1,1,1,2,1,1
"276",1,5,7,0,2,3,1,"Male",30,"High School","Full Time","White","None","Married",4,5,1,5,1,2,2,2,2,1
"277",8,7,2,0,3,1,1,"Female",51,"High School","Full Time","Black",NA,"Separated",2,2,2,2,1,1,2,2,1,3
"278",10,6,3,1,1,1,1,"Female",22,"High School","Part Time","Black","Other","Married",1,4,2,5,1,1,1,-1,1,3
"279",10,8,2,1,1,1,1,"Female",24,"Some College","Full Time","Black","Other","Married",1,1,2,1,1,1,1,1,1,2
"280",10,1,6,1,-1,2,1,"Male",29,"Some College","Full Time","Black","Other","Married",1,3,3,3,1,1,1,2,2,2
"281",10,9,2,1,1,1,1,"Male",20,"High School","Part Time","Black","None","Single",1,4,4,2,1,1,1,2,1,1
"282",10,1,1,1,1,1,1,"Male",34,"Degree","Full Time","White","Christian","Single",1,2,5,1,1,1,1,2,1,1
"283",10,1,1,1,1,1,1,"Female",27,"High School","Unemployed","Black","None","Separated",1,1,4,2,1,1,1,2,1,2
"284",10,1,1,1,1,1,1,"Female",64,"High School","Unemployed","Black","Other","Married",2,1,2,4,1,1,1,2,1,1
"285",10,1,1,1,1,1,1,"Female",42,"High School","Full Time","Black","Other","Separated",2,1,1,1,1,1,1,2,1,1
"286",10,5,2,1,1,1,1,"Female",28,"Primary School","Unemployed","Black","Other","Single",1,2,2,2,1,1,1,2,2,2
"287",10,1,5,1,1,1,1,"Female",51,"Degree","Housewife","Black","Christian","Married",2,2,3,3,1,1,1,2,2,2
"288",10,5,7,1,1,1,1,"Female",26,"High School","Full Time","Black",NA,"Single",2,2,3,3,1,1,1,2,1,1
"289",10,1,1,1,1,1,1,"Female",29,"Some College","Housewife","White","Other","Married",1,1,4,1,1,1,1,2,1,1
"290",10,1,2,1,1,1,1,"Female",43,"Primary School","Housewife","White","Catholic","Married",2,1,3,2,1,-1,1,2,1,2
"291",8,1,2,1,1,1,1,"Male",58,"Primary School","Unemployed","White","Catholic","Separated",2,4,1,4,1,1,1,2,1,3
"292",10,1,2,1,1,1,1,"Female",39,"Degree","Housewife","White","Other","Married",2,4,4,2,1,1,1,2,1,2
"293",10,1,1,1,1,1,1,"Male",38,"Degree","Full Time","White",NA,"Married",2,3,4,2,1,1,1,2,1,1
"294",10,1,2,1,1,1,1,"Female",38,"Some College","Full Time","White","Catholic","Separated",2,3,3,3,1,1,1,2,1,1
"295",8,1,2,1,1,1,1,"Female",74,"Primary School","Unemployed","White","Christian","Widowed",2,4,4,2,1,1,1,2,1,1
"296",1,1,5,0,1,2,1,"Female",58,"Primary School","Full Time","White","Catholic","Separated",2,4,3,3,1,1,1,2,2,1
"297",10,1,1,1,1,1,1,"Female",68,"Some College","Unemployed","White","Christian","Widowed",1,3,4,3,1,1,1,2,1,2
"298",10,3,4,1,1,1,1,"Female",20,"Primary School","Full Time","White","Other","Single",1,1,2,2,1,1,1,2,2,2
"299",10,1,1,1,1,1,1,"Female",34,"Some College","Housewife","White","Christian","Married",2,4,5,1,1,1,1,2,1,1
"300",10,1,2,1,1,1,1,"Male",38,"Degree","Full Time","Hispanic","Catholic","Married",2,4,2,4,1,1,1,2,1,1
"301",6,1,7,0,2,2,1,"Female",28,"Degree","Full Time","White","Catholic","Single",3,4,4,4,1,1,1,2,1,2
"302",8,1,3,1,1,2,1,"Male",64,"Primary School","Unemployed","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2
"303",5,1,3,1,1,2,1,"Female",65,"Some College","Housewife","White","Christian","Married",2,4,2,4,1,2,1,2,1,1
"304",10,6,1,1,1,1,1,"Male",27,"Primary School","Full Time","Black","Other","Single",3,2,2,2,1,1,1,2,1,1
"305",9,2,7,1,1,3,1,"Female",49,"Degree","Part Time","White","Christian","Married",2,4,4,2,1,1,1,2,2,1
"306",10,1,2,1,1,1,1,"Female",64,"Degree","Unemployed","White","Catholic","Widowed",2,2,4,4,1,1,1,2,1,1
"307",2,2,7,1,2,3,1,"Male",70,"Degree","Unemployed","White","None","Married",3,5,2,4,-1,2,1,1,2,1
"308",10,3,2,1,1,1,1,"Male",49,"Degree","Full Time","White","Catholic","Married",2,2,2,2,1,1,1,2,1,1
"309",10,1,4,1,1,1,1,"Female",60,"Primary School","Part Time","White","Catholic","Married",2,3,2,2,1,1,1,2,2,1
"310",7,2,6,1,1,3,1,"Male",78,"Some College","Unemployed","White","None","Single",3,4,2,3,-1,-1,1,1,2,2
"311",10,1,6,1,1,1,1,"Female",61,"Degree","Unemployed","White","Catholic","Married",2,3,1,5,1,1,1,2,2,1
"312",8,3,2,1,1,2,1,"Female",40,"High School","Part Time","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2
"313",8,6,4,0,1,1,1,"Male",24,"Some College","Part Time","White","Catholic","Single",2,3,2,3,1,1,1,2,1,2
"314",3,1,7,1,2,3,1,"Female",41,"High School","Part Time","White","Catholic","Married",3,3,4,2,1,-1,1,2,2,2
"315",10,1,1,1,1,1,1,"Female",56,"Degree","Part Time","White","Catholic","Married",2,2,4,2,1,1,1,2,1,1
"316",10,1,2,1,1,2,1,"Female",45,"Degree","Part Time","White","Catholic","Married",2,3,2,3,1,1,1,2,1,2
"317",10,1,6,1,1,2,1,"Male",35,"Some College","Self Employed","White","Catholic","Single",2,3,5,1,1,1,1,2,2,1
"318",3,1,4,1,1,2,1,"Male",51,"High School","Full Time","White","Catholic","Married",2,1,2,1,1,1,1,2,2,2
"319",10,1,2,1,1,1,1,"Female",57,"Some College","Unemployed","Black","Christian","Widowed",1,1,2,1,1,1,1,2,2,1
"320",10,1,7,1,1,2,1,"Female",59,"Primary School","Full Time","White","None","Married",3,3,2,2,1,1,1,2,2,3
"321",7,1,6,1,1,2,1,"Male",64,"Primary School","Full Time","White","Catholic","Married",3,4,3,3,1,2,1,2,2,2
"322",10,9,2,1,1,1,1,"Male",51,"Degree","Full Time","Black","Christian","Married",1,2,4,1,1,1,1,2,1,2
"323",9,4,4,1,1,2,1,"Male",31,"Degree","Self Employed","White","Catholic","Single",2,5,4,4,1,1,1,1,1,1
"324",7,5,7,1,1,3,1,"Female",23,"High School","Part Time","White","Catholic","Single",2,5,1,5,1,2,1,2,2,2
"325",10,1,2,1,1,1,1,"Female",49,"Degree","Self Employed","White","Catholic","Married",1,3,4,2,1,1,1,2,1,2
"326",10,-1,6,1,1,1,1,"Female",32,"Some College","Full Time","White",NA,"Married",1,3,3,3,1,1,1,2,2,-1
"327",8,1,3,1,1,3,1,"Male",36,"Degree","Full Time","White","Christian","Married",3,4,3,4,1,1,1,2,1,1
"328",10,7,2,1,1,1,1,"Female",56,"Primary School","Housewife","White",NA,"Married",1,1,3,2,1,1,1,2,1,2
"329",10,5,7,1,1,4,1,"Male",50,"Degree","Full Time","Hispanic","None","Married",3,3,4,2,1,1,1,2,2,1
"330",10,3,2,1,1,1,1,"Female",57,"High School","Unemployed","White","Catholic","Married",2,1,3,1,1,1,1,2,2,2
"331",10,1,2,1,1,1,1,"Female",18,"High School","Other","Black","Other","Single",1,3,3,2,1,1,1,2,1,1
"332",1,1,2,1,2,2,1,"Male",55,"Degree","Full Time","White","Christian","Married",2,4,1,4,2,2,2,-1,1,2
"333",8,5,3,1,1,2,1,"Male",51,"Some College","Full Time","White","Catholic","Married",2,4,1,4,1,1,1,2,1,3
"334",10,1,2,1,1,1,1,"Male",42,"Degree","Other","White","Catholic","Single",2,3,4,2,1,1,1,2,1,2
"335",10,1,4,1,1,1,1,"Male",42,"Some College","Full Time","White","Catholic","Married",1,3,3,2,1,1,1,2,1,1
"336",8,3,3,1,1,2,1,"Male",51,"High School","Full Time","White","Catholic","Separated",2,3,1,3,1,1,1,2,1,2
"337",4,1,6,1,2,2,1,"Male",34,"High School","Full Time","Black","None","Separated",1,2,2,4,1,2,1,2,2,1
"338",5,1,3,1,1,2,1,"Female",43,"Degree","Housewife","White","Other","Married",2,5,1,5,1,1,1,2,1,1
"339",6,2,4,0,2,2,1,"Female",49,"Degree","Unemployed","White","Judaism","Married",2,5,2,4,1,1,-1,2,2,2
"340",10,1,4,1,1,2,1,"Female",49,"Degree","Housewife","White","Judaism","Married",2,4,2,3,1,1,1,2,2,3
"341",10,1,3,1,1,1,1,"Female",35,"Primary School","Full Time","Black","None","Married",-1,4,2,2,1,1,1,2,2,1
"342",10,1,3,1,1,1,1,"Female",22,"Primary School","Full Time","Black","Other","Single",1,4,2,2,1,1,1,2,1,1
"343",8,8,2,1,1,2,1,"Male",49,"Degree","Full Time","White","Judaism","Married",1,4,2,4,1,1,1,2,1,1
"344",10,8,3,1,1,1,1,"Male",35,"High School","Full Time","White","Catholic","Single",1,1,2,2,1,1,1,2,1,1
"345",6,1,4,1,1,2,1,"Female",42,"Degree","Full Time","White","Judaism","Married",2,4,2,5,1,1,1,2,1,1
"346",6,2,4,0,2,2,1,"Female",40,"Degree","Full Time","White","Judaism","Single",2,3,3,3,1,1,1,2,1,2
"347",5,4,4,0,2,3,1,"Male",43,"High School","Full Time","White","Judaism","Married",3,4,1,4,1,2,-1,2,1,2
"348",10,1,1,1,1,1,1,"Female",32,"Some College","Full Time","Black","Other","Married",1,4,3,3,2,1,1,2,1,1
"349",5,6,5,1,2,2,1,"Male",22,"Some College","Part Time","White","Judaism","Single",2,3,1,3,1,2,1,2,2,3
"350",10,5,2,1,1,1,1,"Male",28,"Degree","Full Time","White","Catholic","Single",1,1,1,1,1,1,1,2,1,1
"351",10,1,3,1,1,2,1,"Female",33,"Degree","Self Employed","White","Catholic","Married",2,4,2,5,1,1,1,2,1,3
"352",3,4,7,1,-1,3,1,"Female",21,"Degree","Other","White","Judaism","Single",4,5,1,5,1,2,2,2,2,2
"353",6,3,7,0,2,2,1,"Male",22,"High School","Part Time","White","Judaism","Single",2,2,2,3,1,2,1,2,2,2
"354",6,2,3,0,2,2,1,"Female",42,"Degree","Full Time","White","Judaism","Married",1,4,1,4,2,1,1,2,1,2
"355",2,1,7,0,2,3,1,"Female",23,"Degree","Unemployed","White","Judaism","Single",2,3,2,3,1,2,2,2,2,2
"356",10,1,3,1,1,1,1,"Male",51,"Degree","Full Time","Black","Catholic","Married",-1,4,2,4,1,1,1,2,1,1
"357",10,1,2,1,1,1,1,"Female",65,"Primary School","Unemployed","White","Catholic","Married",1,4,2,-1,1,1,1,2,2,1
"358",9,1,4,1,1,1,1,"Male",24,"Primary School","Full Time","White","Catholic","Single",2,5,2,4,1,1,1,2,2,1
"359",1,1,7,0,2,4,1,"Female",21,"Some College","Full Time","White","None","Single",3,4,2,-1,-1,2,-1,1,2,2
"360",6,10,4,1,1,2,1,"Female",52,"Degree","Full Time","White","Judaism","Separated",4,5,4,3,1,1,1,2,1,2
"361",10,3,2,1,1,1,1,"Female",44,"Some College","Full Time","White","Catholic","Separated",1,1,4,1,1,1,1,2,1,2
"362",7,7,3,1,2,3,1,"Female",30,"Primary School","Housewife","White","Christian","Married",2,3,3,3,1,1,1,2,1,2
"363",10,1,3,1,1,2,1,"Female",34,"High School","Housewife","White","Catholic","Married",1,4,2,3,1,1,1,2,1,2
"364",10,1,2,1,1,1,1,"Male",31,"Primary School","Full Time","White","Christian","Separated",2,1,4,1,1,1,1,2,1,1
"365",2,2,4,0,2,3,1,"Female",23,"Degree","Full Time","White","Catholic","Separated",3,3,2,4,1,2,2,2,2,1
"366",3,3,7,0,2,3,1,"Female",57,"Degree","Part Time","White","Judaism","Married",3,3,2,2,1,2,1,2,2,2
"367",1,1,7,0,2,4,1,"Female",51,"High School","Housewife","White","None","Married",2,4,4,4,1,2,-1,2,2,2
"368",10,1,7,1,1,1,1,"Female",46,"Primary School","Other","White","None","Married",2,1,3,2,1,1,1,2,2,1
"369",1,5,2,1,2,3,1,"Female",40,"High School","Part Time","White","Other","Married",3,5,1,5,2,2,2,2,1,1
"370",9,1,2,1,1,1,1,"Male",28,"Degree","Full Time","White","Other","Married",1,3,3,3,1,1,1,2,1,-1
"371",10,10,4,1,1,1,1,"Female",49,"High School","Full Time","White","Catholic","Married",1,1,3,3,1,1,1,2,1,1
"372",10,1,2,1,1,1,1,"Male",58,"Degree","Part Time","White","Christian","Married",1,2,1,1,1,1,1,2,1,1
"373",10,2,2,1,1,1,1,"Female",71,"High School","Unemployed","White","Catholic","Separated",2,2,4,3,1,1,1,2,1,1
"374",3,1,4,1,2,3,1,"Female",65,"Degree","Unemployed","White","Judaism","Separated",4,5,1,5,1,2,1,2,2,1
"375",7,1,7,1,2,3,1,"Male",61,"High School","Unemployed","White","Judaism","Married",2,4,2,5,1,-1,1,2,2,2
"376",7,3,3,1,1,2,1,"Female",53,"High School","Housewife","White","Christian","Married",2,3,2,3,1,1,1,2,2,2
"377",10,1,2,1,1,1,1,"Female",38,"Some College","Housewife","White","Catholic","Married",1,2,4,2,1,1,1,2,1,1
"378",10,1,6,1,1,1,1,"Male",25,"High School","Full Time","Black","None","Single",1,4,2,3,1,1,1,2,2,1
"379",8,1,1,1,1,1,1,"Female",43,"Some College","Self Employed","White","Judaism","Married",2,3,1,4,1,1,1,2,1,3
"380",6,1,4,1,-1,2,1,"Female",19,"Degree","Part Time","White","Catholic","Single",3,3,3,3,1,1,1,2,1,3
"381",1,10,7,1,3,4,1,"Male",49,"High School","Unemployed","White","Judaism","Separated",4,5,1,5,1,2,2,1,2,1
"382",8,9,6,1,1,1,1,"Female",45,"High School","Full Time","White","Judaism","Married",2,3,2,2,1,1,1,2,2,2
"383",4,2,6,0,2,3,1,"Female",48,"Degree","Full Time","White","Judaism","Married",3,4,4,4,1,2,1,2,2,3
"384",10,1,4,1,1,2,1,"Female",67,"High School","Unemployed","White","Catholic","Widowed",1,4,1,4,1,1,1,2,1,1
"385",9,5,2,1,1,2,1,"Female",72,"Degree","Unemployed","White","Catholic","Widowed",2,4,2,4,1,1,1,2,1,1
"386",10,2,3,1,1,1,1,"Female",32,"High School","Part Time","White","Christian","Married",2,5,4,3,1,1,1,2,1,2
"387",10,2,6,1,1,2,1,"Female",39,"Degree","Full Time","White","Judaism","Married",3,4,3,4,1,1,1,2,2,2
"388",1,5,7,0,2,4,1,"Female",47,"Degree","Full Time","White","None","Separated",3,3,2,4,1,2,2,1,2,2
"389",7,3,5,1,1,2,1,"Female",42,"Degree","Part Time","White","Judaism","Married",2,5,4,5,1,2,1,2,2,1
"390",10,6,3,1,1,1,1,"Female",45,"Some College","Full Time","White","Other","Married",1,1,5,1,1,-1,1,2,1,2
"391",10,1,4,1,1,2,1,"Male",18,"Some College","Part Time","White","Catholic","Single",1,3,3,3,1,1,1,2,2,-1
"392",10,1,1,1,1,1,1,"Female",50,"Some College","Part Time","White","Other","Married",4,1,3,3,1,1,1,2,1,1
"393",8,1,2,1,1,1,1,"Female",36,"Some College","Unemployed","White","Catholic","Married",1,4,2,4,1,1,1,2,2,1
"394",10,1,4,1,-1,1,1,"Female",39,"Primary School","Full Time","White","Judaism","Separated",2,1,4,2,1,1,1,2,1,2
"395",3,7,7,1,2,3,1,"Male",24,"Some College","Full Time","White","Catholic","Single",2,4,1,5,1,-1,1,2,2,3
"396",1,5,7,0,3,4,1,"Male",25,"High School","Full Time","White","None","Single",4,3,1,4,2,2,2,2,2,4
"397",10,1,2,1,1,1,1,"Female",50,"Some College","Other","White","Christian","Separated",2,2,4,1,1,1,1,2,1,2
"398",5,1,7,1,2,4,1,"Male",67,"Degree","Unemployed","White","Christian","Married",3,5,1,5,1,1,1,2,2,1
"399",10,1,2,1,1,1,1,"Male",40,"Degree","Full Time","White","Christian","Married",2,3,2,3,1,1,1,2,1,2
"400",10,1,3,0,1,1,1,"Female",82,"High School","Unemployed","White","Christian","Married",2,2,2,2,1,1,1,2,1,4
"401",6,2,3,0,2,3,1,"Female",25,"Degree","Full Time","White","Christian","Single",2,4,1,3,1,1,1,2,2,1
"402",3,4,5,1,2,3,1,"Female",20,"Degree","Other","White","None","Single",2,4,4,4,1,1,1,2,2,1
"403",10,1,1,1,1,1,1,"Female",63,"Some College","Full Time","White","Christian","Married",2,3,2,2,1,1,1,2,1,3
"404",10,1,7,1,2,1,1,"Male",49,"High School","Full Time","White","None","Single",3,4,2,4,1,2,1,2,1,1
"405",5,10,7,0,1,2,1,"Male",26,"Degree","Full Time","White","None","Married",3,4,2,1,1,1,1,2,2,1
"406",5,3,5,1,1,3,1,"Male",24,"High School","Full Time","White","Christian","Married",2,3,3,3,1,1,1,2,2,2
"407",10,7,2,1,1,1,1,"Female",37,"Degree","Full Time","White","Christian","Separated",2,3,3,2,1,1,1,2,1,2
"408",10,5,2,1,1,2,1,"Male",31,"Some College","Full Time","Black","Christian","Married",2,4,1,3,1,1,1,2,1,1
"409",8,1,4,0,1,2,1,"Male",62,"Primary School","Unemployed","White","Christian","Married",2,2,4,4,1,1,1,2,2,1
"410",5,6,7,0,2,4,1,"Male",45,"Primary School","Part Time","White","None","Married",4,4,1,4,2,2,1,1,2,2
"411",8,3,2,1,1,2,1,"Male",79,"Primary School","Unemployed","White","Catholic","Married",1,4,4,2,1,1,1,2,2,2
"412",10,1,2,1,1,1,1,"Female",65,"Primary School","Part Time","White","None","Married",1,3,2,3,1,1,1,2,1,1
"413",10,2,4,1,1,2,1,"Female",35,"High School","Full Time","White","Christian","Separated",1,5,1,2,1,1,1,2,2,2
"414",10,1,1,1,1,1,1,"Male",35,"Primary School","Full Time","Black","Other","Single",1,1,1,2,1,1,1,2,1,1
"415",8,8,2,1,1,2,1,"Male",41,"Degree","Full Time","White","Catholic","Married",1,1,4,2,1,1,1,2,1,2
"416",10,1,7,1,1,3,1,"Male",33,"High School","Full Time","White","Catholic","Married",2,4,2,4,1,1,1,1,2,1
"417",1,1,7,0,2,4,1,"Male",52,"Degree","Unemployed","White",NA,"Married",4,5,3,5,2,2,2,2,2,3
"418",10,1,2,1,1,1,1,"Female",38,"Some College","Housewife","White","Christian","Married",2,1,3,2,1,1,1,2,1,2
"419",10,1,5,1,1,1,1,"Female",36,"Primary School","Unemployed","White","Christian","Separated",2,3,2,2,1,1,1,2,2,1
"420",10,1,2,1,1,1,1,"Male",69,"Degree","Unemployed","White","Catholic","Separated",1,3,1,3,1,1,1,2,1,2
"421",9,1,2,1,1,1,1,"Male",37,"Degree","Full Time","White","Catholic","Married",3,3,3,2,2,2,1,2,1,2
"422",10,1,2,1,1,1,1,"Male",25,"Some College","Other","White",NA,"Single",1,1,4,2,1,1,1,2,1,1
"423",3,1,7,0,2,4,1,"Male",29,"Degree","Unemployed","White","None","Single",3,5,1,5,1,1,1,2,2,2
"424",10,1,2,1,1,1,1,"Male",22,"Some College","Full Time","Black","Other","Married",1,1,4,1,1,1,1,2,1,1
"425",8,1,2,1,1,2,1,"Female",40,"Some College","Part Time","White","Catholic","Married",2,4,2,4,1,1,1,2,1,2
"426",10,1,3,1,1,1,1,"Female",24,"Some College","Full Time","White",NA,"Married",2,1,-1,-1,1,1,1,2,1,1
"427",7,6,3,1,1,2,1,"Male",45,"Degree","Full Time","White","Catholic","Married",3,3,4,4,1,1,1,2,1,1
"428",10,10,1,1,1,1,1,"Female",42,"High School","Part Time","White","Christian","Married",1,1,1,1,1,1,1,2,1,2
"429",10,1,1,1,1,1,1,"Female",39,"Degree","Full Time","Black","Other","Married",1,2,4,2,1,1,1,2,1,2
"430",10,2,1,1,1,1,1,"Female",51,NA,"Part Time","White","Other","Separated",2,4,4,2,1,1,1,2,1,1
"431",10,1,5,NA,1,4,1,"Female",18,"High School","Full Time","White","None","Single",2,3,3,3,1,1,1,2,1,3
"432",5,1,7,0,-1,-1,1,"Female",29,"Primary School","Part Time","White","None","Married",4,5,1,3,1,1,1,2,2,3
"433",10,1,1,1,1,1,1,"Female",53,"High School","Full Time","White","Other","Married",4,3,1,5,2,1,1,2,1,1
"434",8,1,2,1,1,1,1,"Female",51,"Some College","Part Time","White","Other","Married",2,1,4,1,1,1,1,2,1,2
"435",8,1,2,1,1,1,1,"Female",34,"Degree","Full Time","White","Other","Married",2,2,4,2,1,1,1,2,1,1
"436",10,1,1,1,1,1,1,"Male",51,"Some College","Full Time","White","Christian","Married",1,4,5,1,1,1,1,2,1,1
"437",10,5,3,1,1,1,1,"Female",65,"High School","Full Time","White","Christian","Married",3,2,4,2,1,1,1,2,1,2
"438",10,2,1,1,1,1,1,"Female",24,"Degree","Full Time","Black","Other","Married",2,2,4,2,1,1,1,2,1,1
"439",10,1,1,1,1,1,1,"Male",57,"Degree","Unemployed","White","Christian","Separated",2,2,4,2,1,1,1,2,1,1
"440",10,2,1,1,1,1,1,"Female",62,"High School","Housewife","White","Christian","Married",1,1,4,1,1,1,1,2,1,1
"441",10,1,7,1,1,1,1,"Male",23,"Some College","Full Time","White","Catholic","Single",1,3,4,2,1,1,1,2,2,1
